,username,location,following,followers,totaltweets,whentweetcreated,retweets,text
20,Dneoktay,"Sivaslı, Türkiye",42,37,1562,2021-01-07 13:39:27,1,paylaşalım lütfen rt aylik sma hastasi bebeği mi z yardim bekli yor i ki z kardeşi bu hastaliktan vefat etti lütfen paylaşarak da olsa yardimci olur musunuz 
21,YavuzTopal5353,"İstanbul, Türkiye",288,142,767,2021-01-07 13:34:16,1,sariyer i n nergi z bebeği yardim bekli yor 
22,p_ikcut,,107,50,854,2021-01-07 13:32:53,82,betül e nefes olalım betül sma tip ile savaşıyor lütfen yardımcı olalım desteklerinizi bekliyoruz en azından destek için paylaşalım
23,sariyerposta,sarı,4993,1340,10675,2021-01-07 13:32:12,0,sariyer i n nergi z bebeği yardim bekli yor posta gazetesi 
24,msedanrn,,224,43,4119,2021-01-07 13:27:25,4,i nsan gibi yazıyoruz sesimizi duyan yok ama en ufak bir kötü söz söylesek yağmur gibi gelirsiniz çocuklar ölüyor 
25,hlmsrgll,Antalya / @_lawyerofdevil_🖤🤍,311,317,787,2021-01-07 13:26:55,34,sma hastaları için yardım toplamak suç sayılıyor artık çaresizliği tavan yaptırıyorlar
26,yunusay09,"Aydın Merkez, Aydın",283,455,2356,2021-01-07 13:26:43,4,paylaşalım lütfen rt aylik sma hastasi bebeği mi z yardim bekli yor i ki z kardeşi bu hastaliktan vefat etti lütfen paylaşarak da olsa yardimci olur musunuz 
27,miss_lavinia00_,,679,585,21420,2021-01-07 13:26:39,34,sma hastaları için yardım toplamak suç sayılıyor artık çaresizliği tavan yaptırıyorlar
28,OUZSAIR3,Türkiye,2345,2383,6396,2021-01-07 13:25:32,34,sma hastaları için yardım toplamak suç sayılıyor artık çaresizliği tavan yaptırıyorlar
29,BamsiAlp19,,2937,2494,122071,2021-01-07 13:23:24,34,sma hastaları için yardım toplamak suç sayılıyor artık çaresizliği tavan yaptırıyorlar
30,SARIYERPOSTAGA2,,655,132,121,2021-01-07 13:20:45,0,sariyer i n nergi z bebeği yardim bekli yor 
31,Sinem_nm,,223,591,15459,2021-01-07 13:19:31,34,sma hastaları için yardım toplamak suç sayılıyor artık çaresizliği tavan yaptırıyorlar
32,michael_damme,"Stockholm ,Sverige",154,346,73279,2021-01-07 13:17:46,85,hasta çocuklara para verilsin diyoruz yine terörist mi olduk 
33,michael_damme,"Stockholm ,Sverige",154,346,73279,2021-01-07 13:17:22,86,iban gönderin bize derken devletimiz hiç aciz gösterilmiyor tabii 
34,_eenster,,2057,2129,120149,2021-01-07 13:17:08,34,sma hastaları için yardım toplamak suç sayılıyor artık çaresizliği tavan yaptırıyorlar
35,michael_damme,"Stockholm ,Sverige",154,346,73279,2021-01-07 13:17:00,64,kirli birşey var o da sizin zihniyetiniz 
36,autobankcarrent,"İzmir, Türkiye",1750,552,14433,2021-01-07 13:12:31,4,paylaşalım lütfen rt aylik sma hastasi bebeği mi z yardim bekli yor i ki z kardeşi bu hastaliktan vefat etti lütfen paylaşarak da olsa yardimci olur musunuz 
37,gokhan_yurdaer,Tokat,64,32,119,2021-01-07 13:08:24,35,sma hastasi bebeği mi z yardim bekli yor i ki z kardeşi bu hastaliktan vefat etti lütfen paylaşarakta olsa yardimci olur musunuz 
38,maideesevval,"Denizli, Türkiye",697,806,3496,2021-01-07 13:07:00,133,varlık fonu na aktarılan milyon lira sma lı çocuklarımızın tedavisi için kullanılsın 
39,maideesevval,"Denizli, Türkiye",697,806,3496,2021-01-07 13:06:45,0,evladı için çabalayan aileleri şu açıklamayı yapmak zorunda bırakmak ne acı 
40,MSengenc,İstanbul,3454,1927,71655,2021-01-07 13:05:04,4,paylaşalım lütfen rt aylik sma hastasi bebeği mi z yardim bekli yor i ki z kardeşi bu hastaliktan vefat etti lütfen paylaşarak da olsa yardimci olur musunuz 
41,GokalpKeziban,,1,0,1,2021-01-07 13:04:51,3,devredilen milyon tl sma hastaları çocuklar için kullanılsın
42,Nuray35000,,8173,13384,163410,2021-01-07 13:03:50,4,paylaşalım lütfen rt aylik sma hastasi bebeği mi z yardim bekli yor i ki z kardeşi bu hastaliktan vefat etti lütfen paylaşarak da olsa yardimci olur musunuz 
43,aydddann,Türkiye,2639,5531,50576,2021-01-07 13:01:14,73, milli piyango dan varlık fonu na aktarılan milyon sma hastası çocuklar için kullanılsın 
44,ecrincak_r,,5,0,231,2021-01-07 13:01:02,0,allah yardimciniz olsun insallah
45,geldgmgrmycksnz,"Çorum, Türkiye",2192,2331,1362,2021-01-07 12:55:53,35,sma hastasi bebeği mi z yardim bekli yor i ki z kardeşi bu hastaliktan vefat etti lütfen paylaşarakta olsa yardimci olur musunuz 
46,nrdvf_,🇹🇷,1444,1424,7880,2021-01-07 12:55:02,34,sma hastaları için yardım toplamak suç sayılıyor artık çaresizliği tavan yaptırıyorlar
47,Eyluleylem27,,2747,2804,66575,2021-01-07 12:52:47,34,sma hastaları için yardım toplamak suç sayılıyor artık çaresizliği tavan yaptırıyorlar
48,irfnbyln,Şanlıurfa,3836,3812,6550,2021-01-07 12:49:20,1,paylaşalım lütfen rt aylik sma hastasi bebeği mi z yardim bekli yor i ki z kardeşi bu hastaliktan vefat etti lütfen paylaşarak da olsa yardimci olur musunuz 
49,miraygrll,İzmir Türkiye,62,20,68,2021-01-07 12:48:38,125,sağlık bakanlığı nın yapmış olduğu talihsiz açıklamaya istinaden cevabımız 
50,1Umt_,,287,188,84,2021-01-07 12:47:44,34,sma hastaları için yardım toplamak suç sayılıyor artık çaresizliği tavan yaptırıyorlar
51,Tuna22901142,,1,0,3,2021-01-07 12:47:22,1,paylaşalım lütfen rt aylik sma hastasi bebeği mi z yardim bekli yor i ki z kardeşi bu hastaliktan vefat etti lütfen paylaşarak da olsa yardimci olur musunuz 
52,HeyyGz66,,3862,3840,82375,2021-01-07 12:47:09,34,sma hastaları için yardım toplamak suç sayılıyor artık çaresizliği tavan yaptırıyorlar
53,Dneoktay,"Sivaslı, Türkiye",42,37,1562,2021-01-07 12:46:39,4,paylaşalım lütfen rt aylik sma hastasi bebeği mi z yardim bekli yor i ki z kardeşi bu hastaliktan vefat etti lütfen paylaşarak da olsa yardimci olur musunuz 
54,Dneoktay,"Sivaslı, Türkiye",42,37,1562,2021-01-07 12:45:25,0,paylaşalım lütfen rt aylik sma hastasi bebeği mi z yardim bekli yor i ki z kardeşi bu hastaliktan vefat etti lütfen paylaşarak da olsa yardimci olur musunuz 
55,Dneoktay,"Sivaslı, Türkiye",42,37,1562,2021-01-07 12:45:19,0,paylaşalım lütfen rt aylik sma hastasi bebeği mi z yardim bekli yor i ki z kardeşi bu hastaliktan vefat etti lütfen paylaşarak da olsa yardimci olur musunuz 
56,Dneoktay,"Sivaslı, Türkiye",42,37,1562,2021-01-07 12:45:15,0,paylaşalım lütfen rt aylik sma hastasi bebeği mi z yardim bekli yor i ki z kardeşi bu hastaliktan vefat etti lütfen paylaşarak da olsa yardimci olur musunuz 
57,Dneoktay,"Sivaslı, Türkiye",42,37,1562,2021-01-07 12:45:11,0,paylaşalım lütfen rt aylik sma hastasi bebeği mi z yardim bekli yor i ki z kardeşi bu hastaliktan vefat etti lütfen paylaşarak da olsa yardimci olur musunuz 
58,Dneoktay,"Sivaslı, Türkiye",42,37,1562,2021-01-07 12:45:07,0,paylaşalım lütfen rt aylik sma hastasi bebeği mi z yardim bekli yor i ki z kardeşi bu hastaliktan vefat etti lütfen paylaşarak da olsa yardimci olur musunuz 
59,Dneoktay,"Sivaslı, Türkiye",42,37,1562,2021-01-07 12:45:03,0,paylaşalım lütfen rt aylik sma hastasi bebeği mi z yardim bekli yor i ki z kardeşi bu hastaliktan vefat etti lütfen paylaşarak da olsa yardimci olur musunuz 
60,Dneoktay,"Sivaslı, Türkiye",42,37,1562,2021-01-07 12:44:44,0,paylaşalım lütfen rt aylik sma hastasi bebeği mi z yardim bekli yor i ki z kardeşi bu hastaliktan vefat etti lütfen paylaşarak da olsa yardimci olur musunuz 
61,englyaar4,#İmamoğluvarsaçözümvar,3842,1529,8565,2021-01-07 12:44:42,1,paylaşalım lütfen rt aylik sma hastasi bebeği mi z yardim bekli yor i ki z kardeşi bu hastaliktan vefat etti lütfen paylaşarak da olsa yardimci olur musunuz 
62,Dneoktay,"Sivaslı, Türkiye",42,37,1562,2021-01-07 12:44:32,1,paylaşalım lütfen rt aylik sma hastasi bebeği mi z yardim bekli yor i ki z kardeşi bu hastaliktan vefat etti lütfen paylaşarak da olsa yardimci olur musunuz 
63,Dneoktay,"Sivaslı, Türkiye",42,37,1562,2021-01-07 12:44:23,0,paylaşalım lütfen rt aylik sma hastasi bebeği mi z yardim bekli yor i ki z kardeşi bu hastaliktan vefat etti lütfen paylaşarak da olsa yardimci olur musunuz 
64,Dneoktay,"Sivaslı, Türkiye",42,37,1562,2021-01-07 12:44:14,1,paylaşalım lütfen rt aylik sma hastasi bebeği mi z yardim bekli yor i ki z kardeşi bu hastaliktan vefat etti lütfen paylaşarak da olsa yardimci olur musunuz 
65,Dneoktay,"Sivaslı, Türkiye",42,37,1562,2021-01-07 12:44:01,1,paylaşalım lütfen rt aylik sma hastasi bebeği mi z yardim bekli yor i ki z kardeşi bu hastaliktan vefat etti lütfen paylaşarak da olsa yardimci olur musunuz 
66,kahvert1,,595,503,24028,2021-01-07 12:43:12,34,sma hastaları için yardım toplamak suç sayılıyor artık çaresizliği tavan yaptırıyorlar
67,izinver_net,,1127,701,14,2021-01-07 12:41:33,4,sma hastalığı 
68,Civcivsar2,,129,6,905,2021-01-07 12:39:12,0,lütfen çocukların sesini duyun tedavilerine kavuşsunlar görmeye bile dayanamadığımız sıkıntıları onlar yaşıyor 
69,____bedriye,,1639,1594,2799,2021-01-07 12:28:20,34,sma hastaları için yardım toplamak suç sayılıyor artık çaresizliği tavan yaptırıyorlar
70,BamsiAlp19_3,,50,48,537,2021-01-07 12:24:21,34,sma hastaları için yardım toplamak suç sayılıyor artık çaresizliği tavan yaptırıyorlar
71,odunkolonisi,,416,1135,22064,2021-01-07 12:23:52,34,sma hastaları için yardım toplamak suç sayılıyor artık çaresizliği tavan yaptırıyorlar
72,CANSURT2,,1610,1911,79287,2021-01-07 12:22:16,34,sma hastaları için yardım toplamak suç sayılıyor artık çaresizliği tavan yaptırıyorlar
73,GelecekIncesu,,368,143,1020,2021-01-07 12:19:02,1633,sma hastası çocuklarımız için hükümet harekete geçmeli hastalığın tedavisi için acilen kaynak sağlanmalı milli piyango nun milyon tl lik ikramiyesi de varlık fonu na aktarılmak yerine sma tedavisi için kullanılmalı 
74,hizirrt3,,524,554,10598,2021-01-07 12:14:53,34,sma hastaları için yardım toplamak suç sayılıyor artık çaresizliği tavan yaptırıyorlar
75,iyiarastir,,520,510,57494,2021-01-07 12:12:36,34,sma hastaları için yardım toplamak suç sayılıyor artık çaresizliği tavan yaptırıyorlar
76,AbdiAcizRT,"İstanbul, Türkiye",1552,1686,83191,2021-01-07 12:10:43,34,sma hastaları için yardım toplamak suç sayılıyor artık çaresizliği tavan yaptırıyorlar
77,BirsenFr,"İskenderun, Türkiye",28,18,252,2021-01-07 12:05:42,4,i nsan gibi yazıyoruz sesimizi duyan yok ama en ufak bir kötü söz söylesek yağmur gibi gelirsiniz çocuklar ölüyor 
78,GelecekTalas,,235,115,1246,2021-01-07 12:05:37,1633,sma hastası çocuklarımız için hükümet harekete geçmeli hastalığın tedavisi için acilen kaynak sağlanmalı milli piyango nun milyon tl lik ikramiyesi de varlık fonu na aktarılmak yerine sma tedavisi için kullanılmalı 
79,aylacakmak35,Germany,1254,1032,76903,2021-01-07 12:03:36,31,güzel günler görmeli 
80,Ankyra06,,544,477,30163,2021-01-07 12:02:57,34,sma hastaları için yardım toplamak suç sayılıyor artık çaresizliği tavan yaptırıyorlar
81,aylacakmak35,Germany,1254,1032,76903,2021-01-07 11:59:22,34,sma hastaları için yardım toplamak suç sayılıyor artık çaresizliği tavan yaptırıyorlar
82,Calbor_tdk_07,,2095,1998,51492,2021-01-07 11:58:16,34,sma hastaları için yardım toplamak suç sayılıyor artık çaresizliği tavan yaptırıyorlar
83,huzursuz2882,,1091,900,47105,2021-01-07 11:57:17,34,sma hastaları için yardım toplamak suç sayılıyor artık çaresizliği tavan yaptırıyorlar
84,MuezziniN,Türkiye,1091,849,10073,2021-01-07 11:57:01,31,güzel günler görmeli 
85,Didar422,,301,445,87249,2021-01-07 11:55:36,34,sma hastaları için yardım toplamak suç sayılıyor artık çaresizliği tavan yaptırıyorlar
86,MuezziniN,Türkiye,1091,849,10073,2021-01-07 11:54:38,34,sma hastaları için yardım toplamak suç sayılıyor artık çaresizliği tavan yaptırıyorlar
87,oyaturhaner,,1041,582,63003,2021-01-07 11:54:16,1,en azından kadar vicdanlı olabilseydiniz ancak akp ve akp lilerde vicdan ne gezer 
88,Hakikat__Nerede,,2886,2613,16140,2021-01-07 11:49:15,1,en azından kadar vicdanlı olabilseydiniz ancak akp ve akp lilerde vicdan ne gezer 
89,YarenAy99636144,,5270,5810,96326,2021-01-07 11:46:39,34,sma hastaları için yardım toplamak suç sayılıyor artık çaresizliği tavan yaptırıyorlar
90,gamzesymn,,2167,1901,30121,2021-01-07 11:41:45,34,sma hastaları için yardım toplamak suç sayılıyor artık çaresizliği tavan yaptırıyorlar
91,siringunes06,,98,15,119,2021-01-07 11:40:48,4,i nsan gibi yazıyoruz sesimizi duyan yok ama en ufak bir kötü söz söylesek yağmur gibi gelirsiniz çocuklar ölüyor 
92,Gift30041849,,686,357,36291,2021-01-07 11:39:32,34,sma hastaları için yardım toplamak suç sayılıyor artık çaresizliği tavan yaptırıyorlar
93,kalbimm90,,278,197,20133,2021-01-07 11:35:46,34,sma hastaları için yardım toplamak suç sayılıyor artık çaresizliği tavan yaptırıyorlar
94,imranca_rt_fav,,2249,2271,41625,2021-01-07 11:35:16,34,sma hastaları için yardım toplamak suç sayılıyor artık çaresizliği tavan yaptırıyorlar
95,gamzesymn,,2167,1901,30121,2021-01-07 11:35:00,31,güzel günler görmeli 
96,byzrt1,,15721,14445,157263,2021-01-07 11:32:37,31,güzel günler görmeli 
97,SemraFrom,"İstanbul, Türkiye",583,599,22287,2021-01-07 11:30:26,34,sma hastaları için yardım toplamak suç sayılıyor artık çaresizliği tavan yaptırıyorlar
98,byzrt1,,15721,14445,157263,2021-01-07 11:30:05,34,sma hastaları için yardım toplamak suç sayılıyor artık çaresizliği tavan yaptırıyorlar
99,byzval,Dinlenme İstasyonu,3291,3404,101111,2021-01-07 11:26:32,34,sma hastaları için yardım toplamak suç sayılıyor artık çaresizliği tavan yaptırıyorlar
100,setremavi,,1127,1595,11323,2021-01-07 11:24:11,34,sma hastaları için yardım toplamak suç sayılıyor artık çaresizliği tavan yaptırıyorlar
101,uzeyirGEN1,"Elazığ, Türkiye",257,229,4642,2021-01-07 11:12:10,1,bir derde derman olsun sma hastaları için kullanılsın
102,Gludenn,,46,32,370,2021-01-07 10:51:34,0,kızçelerimin sabah bıraktığı not 
103,sibelcelen,türkiye,639,428,2423,2021-01-07 10:17:37,0,hadi bizde de bir el atın artık şu işe
104,ErdemliYolcu,"İstanbul, Türkiye",521,111,3094,2021-01-07 10:17:07,4,sma hastalığı 
105,SosyalTatava,Vienna,320,22,493,2021-01-07 10:16:16,4,sma hastalığı 
106,AvukatGonca,,44,25,734,2021-01-07 10:01:59,4,i nsan gibi yazıyoruz sesimizi duyan yok ama en ufak bir kötü söz söylesek yağmur gibi gelirsiniz çocuklar ölüyor 
107,zbanu,Istanbul,1204,658,12413,2021-01-07 09:48:43,0,piyango dan varlık fonuna aktarılan milyon tl sma hastası çocuklar için kullanılsın kampanyaya imza ver aracılığıyla
108,mavisetre_RT,,672,649,23870,2021-01-07 09:44:47,31,güzel günler görmeli 
109,Deniznbahcesi23,,5172,5086,63160,2021-01-07 09:43:35,31,güzel günler görmeli 
110,akarsuhalide,,298,267,5295,2021-01-07 09:40:30,2,sma tip asrın efe gülkan 43 günlük aracılığıyla ye destek olmak için youtube kanalına abone olun 
111,akarsuhalide,,298,267,5295,2021-01-07 09:40:17,2,daha aylık yani kurtulma şansı çok yüksek 
112,ahserr_RT,İstanbul,3148,4898,842767,2021-01-07 09:35:32,2,arttırıyorum milli piyango ve şans oyunlarından varlık fonuna kalan tüm paralar öncelikle hasta çocuklarımıza sonra da ihtiyaç sahibi tüm insanlarımıza dağıtılsın her zaman 
113,Didarovc,"İstanbul, Türkiye",150,44,558,2021-01-07 09:25:01,1764,varlık fonuna aktarılan milyon sma hastası çocuklara harcansın bu düşünceye kimse itiraz etmeyecek herkes destek verecektir sanırım 
114,Didarovc,"İstanbul, Türkiye",150,44,558,2021-01-07 09:24:16,7,i lacı paramızla alalım yok siz alın yok kampanyaya izin verin yok çocuklarımızın yaşamasını istemiyor musunuz bu ilaç olmazsa bu çocuklar ölecek zaten mevcuttaki ilacı zamanında vermediğiniz için minimum fayda ya gördük ya görmedik 
115,remscheid120,,455,284,9380,2021-01-07 09:20:32,0,hastaları yavrular destek bekliyor
116,Hlyaa97,,1605,1442,9656,2021-01-07 09:08:20,0,bunu istediğimiz için değiliz böyle düşünenler kendini ciddi sorgulamalı
117,serenity_002,Türkiye,875,885,19770,2021-01-07 09:05:07,31,güzel günler görmeli 
118,zoombiyim,,1186,3829,59380,2021-01-07 09:02:25,31,güzel günler görmeli 
119,sellcancan2,Balıkesir ,2506,3525,66703,2021-01-07 09:00:18,31,güzel günler görmeli 
120,AlcaMekan,,175,9,32,2021-01-07 08:56:52,2,sma tip asrın efe gülkan 43 günlük aracılığıyla ye destek olmak için youtube kanalına abone olun 
121,MuzoSultan,,1239,1354,83676,2021-01-07 08:44:11,31,güzel günler görmeli 
122,lumosforme,dardayım,199,41,321,2021-01-07 08:37:31,2,varlık fonuna aktarılan milyon sma hastası çocuklar için kullanılsın
123,GanimeTopaloglu,,183,382,2420,2021-01-07 08:35:35,31,güzel günler görmeli 
124,Susudiyorki5,,6,13,282,2021-01-07 08:34:46,25,destek olurmusunuz lütfen
125,BamsiAlp19,,2937,2494,122071,2021-01-07 08:33:45,31,güzel günler görmeli 
126,nisancahyt,,2710,2909,218575,2021-01-07 08:31:25,31,güzel günler görmeli 
127,ucankedy1,,782,706,19578,2021-01-07 08:28:24,31,güzel günler görmeli 
128,denizztaskin,,355,427,4400,2021-01-07 08:18:21,28,az çok demeden lütfen destek olun oğlumuzu bırakmayın 
129,BioElif_Naser,van,1198,232,5279,2021-01-07 08:05:49,4869,hükûmete sesleniyoruz bakın sma hastası çocuklarımıza destek için hazır bir kaynak var milli piyango dan varlık fonu na aktarılan milyon sma hastası çocuklar için kullanılsın 
130,tskiyiyimsiz,,395,1617,18496,2021-01-07 08:05:44,2,henüz günlükken sma tip teşhisi konulan nin ameliyat olabilmesi için annesi bir yardım kampanyası başlattı şu anda aylık ve her geçen gün aleyhine işliyor 
131,kahveninrt2,,451,351,13233,2021-01-07 07:59:45,122,milli piyango dan varlık fonu na aktarılan milyon sma hastası çocuklarımızın tedavisine harcansın en büyük varlığımız olan çocuklarımızın sağlıklı bir geleceğe sahip olmaları için lütfen duyurun sesimizi 
132,kozanba,"Adana, Türkiye",2606,1361,1268,2021-01-07 07:59:20,31,güzel günler görmeli 
133,Eyup40450040,"Ankara, Türkiye",665,640,9637,2021-01-07 07:53:02,13,milli piyango nun satılmayan biletlerinden varlık fonu na devredilen milyon tl nin sma lı çocuklarımıza harcanması için yapılan çağrı sloganik olmaktan öteye bir çağrı değildir 
134,akcay_nazmiye,,56,36,490,2021-01-07 07:50:31,14,sma hastası bebekler zamanla yarışıyor onların bekleyecek vakitleri yok bu bebeklerimize izinleri hemen verilip kampanyaları devam etmeli smalıbebeklere valiliki zni smalıbebeklere valiliki znisma lı
135,akcay_nazmiye,,56,36,490,2021-01-07 07:50:26,12,smalıbebeklere valiliki znisma lı görüp geçmeyin bu bebeklerin sesini duyun duyurun size ihtiyacımız var 
136,akcay_nazmiye,,56,36,490,2021-01-07 07:50:13,41,smalıbebeklere valiliki znisma lı sma hastası bebekler zamanla yarışıyor onların bekleyecek vakitleri yok bu bebeklerimize izinleri hemen verilip kampanyaları devam etmeli 
137,akcay_nazmiye,,56,36,490,2021-01-07 07:49:36,30,bu kadar zor bir hastalıkla bedenleriyle mücadele ederken bir de valilik izni icin mücadele ediliyor bu çocukların çıkaramadıkları sesi olmak zorundayız smalıbebeklere valiliki zni
138,akcay_nazmiye,,56,36,490,2021-01-07 07:49:15,19,sma hastalığıyla savaşan deniz i görmezden duymazdan gelmeyin tedavi olabilmesi için zolgensma ilacını alması gerek onun kahramanlara ihtiyacı var sizde onun bir kahramanı olun 
139,akcay_nazmiye,,56,36,490,2021-01-07 07:49:11,37,sma hastalığıyla savaşan deniz i görmezden duymazdan gelmeyin tedavi olabilmesi için zolgensma ilacını alması gerek onun kahramanlara ihtiyacı var sizde onun bir kahramanı olun 
140,akcay_nazmiye,,56,36,490,2021-01-07 07:49:06,16,sma hastalığıyla savaşan deniz i görmezden duymazdan gelmeyin tedavi olabilmesi için zolgensma ilacını alması gerek onun kahramanlara ihtiyacı var sizde onun bir kahramanı olun 
141,akcay_nazmiye,,56,36,490,2021-01-07 07:47:16,3,smalıbebeklere valiliki znisma lı görüp geçmeyin bu bebeklerin sesini duyun duyurun size ihtiyacımız var 
142,RThazal1,,314,112,111,2021-01-07 07:37:46,25,destek olurmusunuz lütfen
143,serhatsaymadi,"İstanbul, Türkiye",963,2219,4791,2021-01-07 07:34:20,2,henüz günlükken sma tip teşhisi konulan nin ameliyat olabilmesi için annesi bir yardım kampanyası başlattı şu anda aylık ve her geçen gün aleyhine işliyor 
144,AbdiAcizRT,"İstanbul, Türkiye",1552,1686,83191,2021-01-07 07:27:31,31,güzel günler görmeli 
145,telvefikir1,,1258,1444,59669,2021-01-07 07:21:41,67,un artık 
146,Deniz_K1616,,3715,3107,180546,2021-01-07 07:18:48,31,güzel günler görmeli 
147,kahvert1,,595,503,24028,2021-01-07 07:18:13,31,güzel günler görmeli 
148,screenstvm,Şarap kadehinin dibinde ,259,262,15031,2021-01-07 07:16:41,31,güzel günler görmeli 
149,kirli_ayaz,,326,345,13173,2021-01-07 07:03:08,31,güzel günler görmeli 
150,NimetUak5,,87,52,633,2021-01-07 06:59:02,1045,milli piyango nun satılmayan biletlerinden varlık fonu na devredilen milyon tl nin sma lı çocuklarımıza harcanması için yapılan çağrı sloganik olmaktan öteye bir çağrı değildir 
151,OguZ6116,BURSA ,1460,787,1251,2021-01-07 06:54:44,0,günaydınlar
152,guler_rt,,2688,2700,89889,2021-01-07 06:52:00,31,güzel günler görmeli 
153,gulcancagla,"San Diego, CA",159,121,6424,2021-01-07 06:50:49,0,günaydın türkiye sma hastalarına yardımcı olmak için harika bir gün buna nin hayatına dokunarak başlamak ister misin 
